CityName,Neighborhood,Lat,Long
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.094352,34.783576
תל אביב -יפו,נווה שאנן,32.055615,34.780513
תל אביב -יפו,מונטיפיורי,32.074925,34.791236
תל אביב -יפו,מונטיפיורי,32.059816,34.784463
תל אביב -יפו,מונטיפיורי,32.066514,34.786766
תל אביב -יפו,לב תל אביב,32.0681,34.77098
תל אביב -יפו,לב תל אביב,32.0705,34.770142
תל אביב -יפו,לב תל אביב,32.064625,34.772526
תל אביב -יפו,לב תל אביב,32.066588,34.771648
תל אביב -יפו,יד אליהו,32.059347,34.788679
תל אביב -יפו,גני שרונה,32.076776,34.788426
רמת גן,מרכז העיר,32.088581,34.815148
רמת גן,הבורסה,32.083634,34.806437
רמת גן,מרכז העיר,32.090322,34.820637
בני ברק,הר שלום,32.085438,34.829921
בני ברק,קרית נדבורנא,32.075807,34.833819
בני ברק,הפועל המזרחי ג,32.079122,34.834011
בני ברק,קרית נדבורנא,32.076594,34.836144
בני ברק,אזור תעשייה קוקה קולה,32.07961,34.838607
בני ברק,אזור תעשייה קוקה קולה,32.07809,34.842192
בני ברק,"אור החיים, רמת אהרון",32.082169,34.835149
בני ברק,"אור החיים, רמת אהרון",32.085264,34.836416
תל אביב -יפו,"מרכז הירידים, פארק הירקון",32.104563,34.810713
הרצלייה,אזור תעשייה ומרינה,32.151992,34.794679
הרצלייה,אזור תעשייה ומרינה,32.151974,34.794675
תל אביב -יפו,מונטיפיורי,32.066531,34.784459
תל אביב -יפו,צמרות איילון,32.08349,34.794956
תל אביב -יפו,נווה שאנן,32.056415,34.78067
תל אביב -יפו,שער דרום עתידי,32.046905,34.784614
תל אביב -יפו,נווה שאנן,32.056549,34.780051
תל אביב -יפו,כוכב הצפון,32.101895,34.792831
תל אביב -יפו,אוניברסיטת תל אביב,32.109686,34.80707
תל אביב -יפו,רמת אביב,32.104123,34.797735
בני ברק,"גני גד, הפועל המזרחי ה",32.091286,34.845199
תל אביב -יפו,לב תל אביב,32.06404,34.780782
רמת גן,הלל,32.083581,34.822703
רמת גן,הלל,32.083634,34.822259
תל אביב -יפו,"עג'מי, גבעת העליה",32.03378,34.745475
תל אביב -יפו,"עג'מי, גבעת העליה",32.035221,34.747683
תל אביב -יפו,נווה גולן,32.035797,34.748447
תל אביב -יפו,"עג'מי, גבעת העליה",32.037949,34.75021
תל אביב -יפו,שיכוני חיסכון,32.038112,34.750442
תל אביב -יפו,יפו ד - גבעת התמרים,32.032594,34.751536
תל אביב -יפו,נווה גולן,32.034437,34.751837
תל אביב -יפו,יפו ד - גבעת התמרים,32.033856,34.752479
תל אביב -יפו,יפו ד - גבעת התמרים,32.033833,34.752612
תל אביב -יפו,יפו ד - גבעת התמרים,32.034535,34.752116
תל אביב -יפו,יפו ד - גבעת התמרים,32.033541,34.755618
תל אביב -יפו,יפו ד - גבעת התמרים,32.033575,34.755406
תל אביב -יפו,יפו ד - גבעת התמרים,32.034005,34.757592
תל אביב -יפו,יפו ד - גבעת התמרים,32.033225,34.757847
תל אביב -יפו,יפו ד - גבעת התמרים,32.036262,34.75592
תל אביב -יפו,יפו ד - גבעת התמרים,32.03551,34.758265
תל אביב -יפו,יפו ד - גבעת התמרים,32.035665,34.758572
תל אביב -יפו,שיכוני חיסכון,32.041273,34.751495
תל אביב -יפו,"עג'מי, גבעת העליה",32.042034,34.751657
תל אביב -יפו,צהלון,32.044234,34.751968
תל אביב -יפו,צהלון,32.044875,34.752228
תל אביב -יפו,צהלון,32.046623,34.753274
תל אביב -יפו,יפו א - דקר,32.039617,34.756245
תל אביב -יפו,יפו א - דקר,32.043298,34.757548
תל אביב -יפו,צהלון,32.044421,34.757764
תל אביב -יפו,תל כביר נווה עופר,32.03929,34.761637
תל אביב -יפו,תל כביר נווה עופר,32.040306,34.762768
תל אביב -יפו,תל כביר נווה עופר,32.040593,34.763633
תל אביב -יפו,תל כביר נווה עופר,32.039469,34.763995
תל אביב -יפו,תל כביר נווה עופר,32.039416,34.764369
תל אביב -יפו,תל כביר נווה עופר,32.040428,34.764448
תל אביב -יפו,תל כביר נווה עופר,32.039092,34.766806
תל אביב -יפו,תל כביר נווה עופר,32.039112,34.766649
תל אביב -יפו,תל כביר נווה עופר,32.041675,34.765661
תל אביב -יפו,תל כביר נווה עופר,32.042024,34.765869
תל אביב -יפו,תל כביר נווה עופר,32.041205,34.76618
תל אביב -יפו,תל כביר נווה עופר,32.038739,34.768802
תל אביב -יפו,תל כביר נווה עופר,32.038706,34.769082
תל אביב -יפו,תל כביר נווה עופר,32.040843,34.767381
תל אביב -יפו,תל כביר נווה עופר,32.039372,34.769587
תל אביב -יפו,תל כביר נווה עופר,32.039958,34.769603
תל אביב -יפו,תל כביר נווה עופר,32.04042,34.770301
תל אביב -יפו,תל כביר נווה עופר,32.041462,34.769922
תל אביב -יפו,תל כביר נווה עופר,32.044493,34.767069
תל אביב -יפו,תל כביר נווה עופר,32.044787,34.767517
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.046239,34.767092
תל אביב -יפו,קרית שלום,32.042965,34.774096
תל אביב -יפו,פארק החורשות,32.043358,34.771698
חולון,תל כביר נווה עופר,32.037509,34.777869
חולון,תל גיבורים,32.037212,34.778184
תל אביב -יפו,קרית שלום,32.041255,34.776083
תל אביב -יפו,קרית שלום,32.041268,34.776042
תל אביב -יפו,קרית שלום,32.04139,34.778605
תל אביב -יפו,קרית שלום,32.04164,34.779128
תל אביב -יפו,קרית שלום,32.043915,34.775977
תל אביב -יפו,קרית שלום,32.04362,34.780743
תל אביב -יפו,קרית שלום,32.043751,34.780777
תל אביב -יפו,קרית שלום,32.046737,34.78067
תל אביב -יפו,שער דרום עתידי,32.046937,34.785506
תל אביב -יפו,צהלון,32.047713,34.752476
תל אביב -יפו,צהלון,32.047155,34.75253
תל אביב -יפו,צפון יפו,32.051602,34.752982
תל אביב -יפו,צפון יפו,32.054014,34.75538
תל אביב -יפו,"יפו העתיקה, נמל יפו",32.054981,34.756302
תל אביב -יפו,צפון יפו,32.055195,34.757536
תל אביב -יפו,צפון יפו,32.049698,34.7613
תל אביב -יפו,האקדמית תל אביב יפו,32.049061,34.762842
תל אביב -יפו,תל כביר נווה עופר,32.047401,34.765722
תל אביב -יפו,צפון יפו,32.054491,34.763532
תל אביב -יפו,צפון יפו,32.05462,34.764452
תל אביב -יפו,נווה צדק,32.058225,34.758699
תל אביב -יפו,נווה צדק,32.059799,34.76041
תל אביב -יפו,נווה צדק,32.062413,34.761331
תל אביב -יפו,צפון יפו,32.058124,34.764478
תל אביב -יפו,נווה צדק,32.063291,34.763599
תל אביב -יפו,נווה צדק,32.064307,34.762278
תל אביב -יפו,נווה צדק,32.065694,34.762634
תל אביב -יפו,נווה צדק,32.065106,34.764721
תל אביב -יפו,נווה צדק,32.065459,34.765717
תל אביב -יפו,נווה צדק,32.065855,34.76555
תל אביב -יפו,נווה צדק,32.06633,34.766134
תל אביב -יפו,נווה צדק,32.066842,34.76593
תל אביב -יפו,כרם התימנים,32.067914,34.764978
תל אביב -יפו,כרם התימנים,32.068552,34.76549
תל אביב -יפו,כרם התימנים,32.070208,34.764856
תל אביב -יפו,כרם התימנים,32.072617,34.765833
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.051783,34.768321
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.05194,34.768296
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.0549,34.768633
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.054834,34.769423
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.051626,34.772142
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.053924,34.772227
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.05497,34.774628
תל אביב -יפו,פלורנטין,32.059459,34.767035
תל אביב -יפו,פלורנטין,32.05954,34.767239
תל אביב -יפו,פלורנטין,32.060164,34.769117
תל אביב -יפו,נווה שאנן,32.055518,34.772469
תל אביב -יפו,נווה שאנן,32.056582,34.77289
תל אביב -יפו,נווה שאנן,32.058562,34.773423
תל אביב -יפו,נווה שאנן,32.059055,34.773551
תל אביב -יפו,נווה שאנן,32.059026,34.774519
תל אביב -יפו,לב תל אביב,32.060689,34.771839
תל אביב -יפו,לב תל אביב,32.06068,34.771968
תל אביב -יפו,לב תל אביב,32.06306,34.772044
תל אביב -יפו,לב תל אביב,32.061244,34.773701
תל אביב -יפו,לב תל אביב,32.062439,34.773322
תל אביב -יפו,לב תל אביב,32.06293,34.773182
תל אביב -יפו,שפירא,32.049188,34.776073
תל אביב -יפו,שפירא,32.049424,34.776149
תל אביב -יפו,קרית שלום,32.047849,34.777953
תל אביב -יפו,שפירא,32.047829,34.778559
תל אביב -יפו,שפירא,32.051282,34.77674
תל אביב -יפו,שפירא,32.051519,34.776809
תל אביב -יפו,נווה שאנן,32.054701,34.776466
תל אביב -יפו,שפירא,32.054624,34.776492
תל אביב -יפו,נווה שאנן,32.056412,34.776183
תל אביב -יפו,נווה שאנן,32.058151,34.776497
תל אביב -יפו,נווה שאנן,32.056098,34.779244
תל אביב -יפו,נווה שאנן,32.05762,34.7776
תל אביב -יפו,נווה שאנן,32.05746,34.778213
תל אביב -יפו,נווה שאנן,32.060086,34.77807
תל אביב -יפו,נווה שאנן,32.059756,34.778302
תל אביב -יפו,נווה שאנן,32.06023,34.779055
תל אביב -יפו,לב תל אביב,32.063419,34.778513
תל אביב -יפו,נווה שאנן,32.055774,34.781795
תל אביב -יפו,נווה שאנן,32.055897,34.781915
תל אביב -יפו,נווה שאנן,32.058612,34.78218
תל אביב -יפו,לב תל אביב,32.064649,34.769238
תל אביב -יפו,לב תל אביב,32.065311,34.768944
תל אביב -יפו,לב תל אביב,32.06613,34.771858
תל אביב -יפו,לב תל אביב,32.067372,34.771303
תל אביב -יפו,לב תל אביב,32.067524,34.771241
תל אביב -יפו,לב תל אביב,32.068064,34.772533
תל אביב -יפו,לב תל אביב,32.069216,34.773513
תל אביב -יפו,כרם התימנים,32.072612,34.767737
תל אביב -יפו,לב תל אביב,32.074975,34.768051
תל אביב -יפו,לב תל אביב,32.075123,34.770518
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.076344,34.770901
תל אביב -יפו,לב תל אביב,32.075296,34.772887
תל אביב -יפו,לב תל אביב,32.071864,34.773397
תל אביב -יפו,לב תל אביב,32.072018,34.773594
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.075615,34.773848
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.075438,34.775151
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.077055,34.773127
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.077328,34.773445
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.078964,34.7749
תל אביב -יפו,לב תל אביב,32.064912,34.776143
תל אביב -יפו,לב תל אביב,32.067116,34.775887
תל אביב -יפו,לב תל אביב,32.065696,34.777243
תל אביב -יפו,לב תל אביב,32.066114,34.77726
תל אביב -יפו,לב תל אביב,32.068488,34.77671
תל אביב -יפו,לב תל אביב,32.068489,34.778017
תל אביב -יפו,לב תל אביב,32.070745,34.779001
תל אביב -יפו,לב תל אביב,32.071069,34.779103
תל אביב -יפו,לב תל אביב,32.071415,34.778933
תל אביב -יפו,גני שרונה,32.070163,34.782645
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.073775,34.77598
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.073792,34.775617
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.075266,34.775302
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.072478,34.778145
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.074315,34.778219
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.073628,34.778864
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.076872,34.777359
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.077115,34.777549
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.077665,34.77799
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.071843,34.779684
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.074002,34.779393
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.072778,34.781751
תל אביב -יפו,גני שרונה,32.074467,34.781783
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.079461,34.780372
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.07648,34.781534
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.07669,34.781367
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.078177,34.781219
תל אביב -יפו,נווה שאנן,32.055244,34.78345
תל אביב -יפו,שפירא,32.054525,34.784627
תל אביב -יפו,נווה שאנן,32.054581,34.784781
תל אביב -יפו,"עזרא, הארגזים",32.047359,34.79017
תל אביב -יפו,התקווה,32.047407,34.790687
תל אביב -יפו,יד אליהו,32.054191,34.787909
תל אביב -יפו,יד אליהו,32.054268,34.787994
תל אביב -יפו,התקווה,32.052968,34.7914
תל אביב -יפו,התקווה,32.054041,34.78998
תל אביב -יפו,התקווה,32.053415,34.791241
תל אביב -יפו,יד אליהו,32.059282,34.788815
תל אביב -יפו,התקווה,32.048051,34.79339
תל אביב -יפו,התקווה,32.048282,34.793174
תל אביב -יפו,התקווה,32.050627,34.791775
תל אביב -יפו,התקווה,32.051231,34.791603
תל אביב -יפו,התקווה,32.047513,34.795911
תל אביב -יפו,"עזרא, הארגזים",32.047326,34.796597
תל אביב -יפו,התקווה,32.050543,34.796303
תל אביב -יפו,התקווה,32.051114,34.796122
תל אביב -יפו,התקווה,32.048122,34.799154
תל אביב -יפו,התקווה,32.050169,34.798403
תל אביב -יפו,התקווה,32.050255,34.797933
תל אביב -יפו,התקווה,32.052115,34.796193
תל אביב -יפו,התקווה,32.052857,34.79625
תל אביב -יפו,יד אליהו,32.057023,34.791876
תל אביב -יפו,יד אליהו,32.058253,34.791921
תל אביב -יפו,יד אליהו,32.059131,34.798464
תל אביב -יפו,תל חיים,32.063112,34.799558
תל אביב -יפו,מונטיפיורי,32.061952,34.784957
תל אביב -יפו,גני שרונה,32.072407,34.783313
תל אביב -יפו,גני שרונה,32.07402,34.783564
תל אביב -יפו,גני שרונה,32.075667,34.784777
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.07768,34.790834
תל אביב -יפו,יד אליהו,32.064094,34.792959
תל אביב -יפו,ביצרון,32.06398,34.796567
תל אביב -יפו,יד אליהו,32.063627,34.7992
תל אביב -יפו,תל חיים,32.064658,34.799073
תל אביב -יפו,ביצרון,32.065831,34.798758
תל אביב -יפו,ביצרון,32.068216,34.798833
תל אביב -יפו,רמת ישראל,32.06861,34.799082
תל אביב -יפו,ביצרון,32.069778,34.799291
תל אביב -יפו,רמת ישראל,32.070102,34.799616
תל אביב -יפו,נחלת יצחק,32.074622,34.798074
תל אביב -יפו,נחלת יצחק,32.076173,34.798886
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.082312,34.768227
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.080952,34.773816
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.083649,34.774134
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.084058,34.77201
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.084896,34.774426
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.084035,34.775036
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.085405,34.77456
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.086268,34.77477
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.092104,34.774587
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.092134,34.773065
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.095954,34.774483
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.08192,34.775787
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.082299,34.778539
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.087661,34.775124
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.087967,34.775204
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.085483,34.777142
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.081798,34.781368
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.080258,34.782465
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.081647,34.782267
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.081794,34.782659
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.08291,34.781229
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.088721,34.775386
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.089211,34.775905
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.08964,34.775608
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.091434,34.776066
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.088722,34.779004
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.092228,34.779068
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.092078,34.776214
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.093297,34.77652
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.093444,34.776558
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.095468,34.776245
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.091892,34.780826
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.088329,34.781196
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.091967,34.781553
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.090239,34.782656
תל אביב -יפו,שדה דב,32.098975,34.778824
תל אביב -יפו,כוכב הצפון,32.099682,34.782859
תל אביב -יפו,שדה דב,32.100729,34.781928
תל אביב -יפו,כוכב הצפון,32.102023,34.782875
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.080058,34.784902
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.085136,34.78224
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.084122,34.785553
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.084269,34.786421
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.087602,34.784941
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.083397,34.790115
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.083418,34.790369
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.085736,34.78891
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.084862,34.789428
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.087974,34.789559
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.090872,34.786228
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.093613,34.783324
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.093714,34.784612
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.093762,34.786018
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.089064,34.790173
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.090632,34.790624
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.091494,34.790609
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.093779,34.788229
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.093789,34.789557
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.08294,34.792912
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.086356,34.79221
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.085893,34.794029
תל אביב -יפו,צמרות איילון,32.083776,34.795652
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.09128,34.794215
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.091137,34.79436
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.094111,34.792824
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.094169,34.793094
תל אביב -יפו,בבלי,32.095244,34.797125
תל אביב -יפו,בבלי,32.095079,34.796235
תל אביב -יפו,בבלי,32.095349,34.798419
תל אביב -יפו,מתחם אשכול עתידי,32.102301,34.783995
תל אביב -יפו,כוכב הצפון,32.102567,34.786835
תל אביב -יפו,הירקון גן הבנים,32.098655,34.784938
תל אביב -יפו,מתחם אשכול עתידי,32.102813,34.788011
תל אביב -יפו,מתחם אשכול עתידי,32.103953,34.788683
תל אביב -יפו,תוכנית ל,32.103913,34.788893
תל אביב -יפו,תוכנית ל,32.106725,34.78853
תל אביב -יפו,תוכנית ל,32.105012,34.790162
תל אביב -יפו,תוכנית ל,32.106761,34.790654
תל אביב -יפו,תוכנית ל,32.109858,34.789136
תל אביב -יפו,תוכנית ל,32.108996,34.79062
תל אביב -יפו,תוכנית ל,32.109602,34.790657
תל אביב -יפו,תוכנית ל,32.112304,34.790523
תל אביב -יפו,"מרכז הירידים, פארק הירקון",32.100069,34.79489
תל אביב -יפו,קריית המוזיאונים,32.100503,34.796082
תל אביב -יפו,בבלי,32.097107,34.79803
תל אביב -יפו,בבלי,32.0981,34.797876
תל אביב -יפו,בבלי,32.096618,34.799096
תל אביב -יפו,בבלי,32.097719,34.798913
תל אביב -יפו,קריית המוזיאונים,32.100827,34.797683
תל אביב -יפו,רמת אביב,32.105928,34.79694
תל אביב -יפו,רמת אביב,32.107917,34.798379
תל אביב -יפו,רמת אביב,32.108085,34.798373
תל אביב -יפו,רמת אביב,32.109525,34.798407
תל אביב -יפו,רמת אביב,32.109562,34.798401
תל אביב -יפו,רמת אביב,32.11033,34.798181
תל אביב -יפו,נווה אליעזר,32.046093,34.806478
תל אביב -יפו,נווה אליעזר,32.046575,34.806673
תל אביב -יפו,ניר אביב,32.045807,34.809827
רמת גן,הפארק הלאומי וכפר המכביה,32.046128,34.814608
תל אביב -יפו,אורות,32.054706,34.800292
תל אביב -יפו,אורות,32.055141,34.800146
תל אביב -יפו,אורות,32.0534,34.801649
תל אביב -יפו,נווה ברבור,32.053404,34.802163
תל אביב -יפו,נווה ברבור,32.05098,34.805278
תל אביב -יפו,נווה ברבור,32.051001,34.805275
תל אביב -יפו,כפר שלם,32.049192,34.80667
תל אביב -יפו,נווה אליעזר,32.048673,34.807316
תל אביב -יפו,נווה ברבור,32.053239,34.80439
תל אביב -יפו,נווה ברבור,32.053514,34.804617
תל אביב -יפו,אורות,32.057896,34.800484
תל אביב -יפו,אורות,32.058131,34.800305
תל אביב -יפו,תל חיים,32.061536,34.800131
תל אביב -יפו,תל חיים,32.060296,34.804142
תל אביב -יפו,נווה אליעזר,32.047122,34.808323
תל אביב -יפו,נווה אליעזר,32.047906,34.809623
תל אביב -יפו,נווה אליעזר,32.047639,34.810016
תל אביב -יפו,ניר אביב,32.047742,34.810118
תל אביב -יפו,ניר אביב,32.049194,34.810476
תל אביב -יפו,נווה חן,32.049416,34.811466
תל אביב -יפו,נווה חן,32.050826,34.811638
תל אביב -יפו,נווה חן,32.053837,34.80977
תל אביב -יפו,ניר אביב,32.049422,34.812218
רמת גן,רמת שיקמה,32.049649,34.814429
רמת גן,רמת שיקמה,32.049883,34.815069
תל אביב -יפו,רמת חן,32.056787,34.811326
רמת גן,רמת חן,32.057478,34.81153
גבעתיים,תל גנים,32.059559,34.810704
גבעתיים,תל גנים,32.059527,34.810699
גבעתיים,תל גנים,32.062401,34.810419
גבעתיים,תל גנים,32.062563,34.810365
רמת גן,רמת חן,32.057722,34.812787
רמת גן,תל גנים,32.058544,34.812809
גבעתיים,תל גנים,32.062952,34.814412
גבעתיים,גבעת רמב''ם,32.066617,34.802838
תל אביב -יפו,רמת ישראל,32.069951,34.802114
גבעתיים,גבעת רמב''ם,32.070543,34.802586
גבעתיים,גבעת רמב''ם,32.070969,34.802111
גבעתיים,תל גנים,32.066109,34.804185
גבעתיים,גבעת רמב''ם,32.066337,34.80572
גבעתיים,תל גנים,32.066396,34.807699
גבעתיים,גבעת רמב''ם,32.070406,34.80576
גבעתיים,גבעת רמב''ם,32.070511,34.807067
תל אביב -יפו,נחלת יצחק,32.073852,34.800669
גבעתיים,כצנלסון דרום,32.074111,34.801199
גבעתיים,קרית יוסף,32.077902,34.802988
גבעתיים,קרית יוסף,32.078324,34.80536
גבעתיים,קרית יוסף,32.076471,34.806343
גבעתיים,תל גנים,32.064165,34.808805
גבעתיים,ארלוזורוב,32.069146,34.809472
גבעתיים,גבעת רמב''ם,32.071467,34.808588
גבעתיים,תל גנים,32.064397,34.814811
גבעתיים,ארלוזורוב,32.068423,34.812649
גבעתיים,ארלוזורוב,32.069124,34.814689
גבעתיים,כצנלסון דרום,32.075221,34.807973
גבעתיים,בורוכוב,32.075483,34.809278
גבעתיים,שיינקין,32.07567,34.810751
גבעתיים,בורוכוב,32.076537,34.808153
גבעתיים,בורוכוב,32.076989,34.813759
גבעתיים,שיינקין,32.076963,34.815104
גבעתיים,פועלי הרכבת,32.077731,34.814675
גבעתיים,בורוכוב,32.077974,34.814806
רמת גן,מרכז העיר,32.079278,34.814181
רמת גן,מרכז העיר,32.079336,34.815728
רמת גן,רמת שיקמה,32.047611,34.81644
רמת גן,רמת שיקמה,32.050342,34.816391
רמת גן,רמת שיקמה,32.050526,34.817356
רמת גן,רמת חן,32.053375,34.81744
רמת גן,רמת שיקמה,32.051984,34.818171
רמת גן,רמת שיקמה,32.051699,34.819509
רמת גן,רמת שיקמה,32.051749,34.819476
רמת גן,רמת שיקמה,32.052547,34.820791
רמת גן,רמת חן,32.054077,34.82307
רמת גן,הפארק הלאומי וכפר המכביה,32.053948,34.824392
רמת גן,רמת חן,32.056336,34.818329
גבעתיים,תל גנים,32.059933,34.816435
גבעתיים,תל גנים,32.061712,34.818607
גבעתיים,תל גנים,32.062599,34.818654
רמת גן,רמת חן,32.055982,34.82261
רמת גן,אזור הבילויים,32.061928,34.821932
רמת גן,אזור הבילויים,32.061873,34.821803
רמת גן,הפארק הלאומי וכפר המכביה,32.056477,34.826992
רמת גן,שיכון צנחנים,32.057399,34.827462
רמת גן,אזור הבילויים,32.061968,34.824282
רמת גן,אזור הבילויים,32.061752,34.825357
רמת גן,אזור הבילויים,32.061526,34.827918
רמת גן,אזור הבילויים,32.061461,34.827949
רמת גן,נווה יהושוע,32.061407,34.828984
רמת גן,נווה יהושוע,32.059964,34.831158
רמת גן,נווה יהושוע,32.059463,34.831399
רמת גן,שיכון המזרחי,32.063485,34.832254
גבעתיים,ארלוזורוב,32.068415,34.816383
גבעתיים,ארלוזורוב,32.069439,34.817195
גבעתיים,ארלוזורוב,32.070653,34.81766
רמת גן,תל יהודה ומערב רמת יצחק,32.071116,34.818025
רמת גן,"תל גנים, קרית בורכוב",32.064666,34.820494
רמת גן,אזור הבילויים,32.0636,34.82347
רמת גן,מתחם נגבה,32.064469,34.823629
רמת גן,מתחם נגבה,32.06559,34.82384
רמת גן,מתחם נגבה,32.066648,34.824036
רמת גן,מתחם נגבה,32.06793,34.821645
רמת גן,שיכון חירות,32.068404,34.821813
גבעתיים,פועלי הרכבת,32.075624,34.817208
גבעתיים,שיינקין,32.075372,34.817518
רמת גן,תל יהודה ומערב רמת יצחק,32.073291,34.81841
גבעתיים,שיינקין,32.073955,34.818351
רמת גן,יד לבנים,32.074825,34.819252
רמת גן,יד לבנים,32.0748,34.819897
רמת גן,יד לבנים,32.076403,34.818963
גבעתיים,פועלי הרכבת,32.076425,34.818852
גבעתיים,פועלי הרכבת,32.078713,34.819562
רמת גן,תל יהודה ומערב רמת יצחק,32.074661,34.821711
רמת גן,תל יהודה ומערב רמת יצחק,32.072009,34.822998
רמת גן,תל יהודה ומערב רמת יצחק,32.072186,34.823051
רמת גן,יד לבנים,32.07471,34.822261
רמת גן,תל יהודה ומערב רמת יצחק,32.07459,34.823709
רמת גן,יד לבנים,32.074637,34.824101
רמת גן,שיכון חירות,32.06797,34.824284
רמת גן,שיכון המזרחי,32.070091,34.829171
